book_names,availability,ratings,prices,categories,book_urls,book_images,source_website,scraped_at
Follow You Home,15,One,£21.36,Horror,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,https://books.toscrape.com/media/cache/a7/4b/a74b35375ce874153fd352e33bc7bac9.jpg,https://books.toscrape.com/,2026-08-05 09:17:15.892987+00:00
First Steps for New Christians (Print Edition),15,One,£29.00,Default,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,https://books.toscrape.com/media/cache/f1/73/f1731459b1e2f4becf2c52b8f30b8cd7.jpg,https://books.toscrape.com/,2026-08-05 09:17:16.310201+00:00
Finders Keepers (Bill Hodges Trilogy #2),15,Five,£53.53,Fiction,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,https://books.toscrape.com/media/cache/6a/81/6a81103b1c01a3f6c56e5718a838a4c8.jpg,https://books.toscrape.com/,2026-08-05 09:17:16.618515+00:00
"Fables, Vol. 1: Legends in Exile (Fables #1)",15,Four,£41.62,Sequential Art,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,https://books.toscrape.com/media/cache/51/8c/518c184a793b751b43045637c8002eb7.jpg,https://books.toscrape.com/,2026-08-05 09:17:17.048504+00:00
Eureka Trivia 6.0,15,Four,£54.59,Default,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,https://books.toscrape.com/media/cache/96/17/96173470df6fc6fef4d0008e957653ce.jpg,https://books.toscrape.com/,2026-08-05 09:17:17.498453+00:00
Drive: The Surprising Truth About What Motivates Us,15,Four,£34.95,Default,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,https://books.toscrape.com/media/cache/8a/49/8a490347afdc10abe7c2099e466de32f.jpg,https://books.toscrape.com/,2026-08-05 09:17:17.905056+00:00
Done Rubbed Out (Reightman & Bailey #1),15,Five,£37.72,Default,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,https://books.toscrape.com/media/cache/08/4d/084da0199a717cb6c1eda30f98d0ea4c.jpg,https://books.toscrape.com/,2026-08-05 09:17:18.233115+00:00
Doing It Over (Most Likely To #1),15,Three,£35.61,Romance,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,https://books.toscrape.com/media/cache/e9/25/e9250495a525eb203652ad9da85ccb8e.jpg,https://books.toscrape.com/,2026-08-05 09:17:18.542369+00:00
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",15,Three,£42.16,Food and Drink,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,https://books.toscrape.com/media/cache/20/f2/20f28657b49f8cb24ed2ec6448bb6df3.jpg,https://books.toscrape.com/,2026-08-05 09:17:18.930816+00:00
Dark Notes,15,Five,£19.19,Erotica,https://books.toscrape.com/catalogue/dark-notes_800/index.html,https://books.toscrape.com/media/cache/6e/4e/6e4e8f4f4abd94356a9be840e4681e65.jpg,https://books.toscrape.com/,2026-08-05 09:17:19.814953+00:00
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",15,Three,£19.43,Nonfiction,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,https://books.toscrape.com/media/cache/55/ce/55ced903becc59121d6edb47a4dcfb56.jpg,https://books.toscrape.com/,2026-08-05 09:17:20.265659+00:00
Close to You,15,Four,£49.46,Christian Fiction,https://books.toscrape.com/catalogue/close-to-you_798/index.html,https://books.toscrape.com/media/cache/fa/f6/faf6d69a42f477e1da80a71f05a4dc25.jpg,https://books.toscrape.com/,2026-08-05 09:17:20.723636+00:00
Chasing Heaven: What Dying Taught Me About Living,15,Two,£37.80,Spirituality,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,https://books.toscrape.com/media/cache/b7/6a/b76a73640d26b09c4a6f373b09050bed.jpg,https://books.toscrape.com/,2026-08-05 09:17:21.038706+00:00
Big Magic: Creative Living Beyond Fear,15,Three,£30.80,Nonfiction,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,https://books.toscrape.com/media/cache/62/ad/62ad9b4077416ddc0c4908062bca0e5e.jpg,https://books.toscrape.com/,2026-08-05 09:17:21.348778+00:00
Becoming Wise: An Inquiry into the Mystery and Art of Living,15,Two,£27.43,Nonfiction,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,https://books.toscrape.com/media/cache/ff/69/ff69c96b05affa03f647287e46210bf9.jpg,https://books.toscrape.com/,2026-08-05 09:17:21.765980+00:00
Beauty Restored (Riley Family Legacy Novellas #3),15,Two,£11.11,Default,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,https://books.toscrape.com/media/cache/51/6f/516f605a957a1f5592b81f4e06c491bb.jpg,https://books.toscrape.com/,2026-08-05 09:17:22.058147+00:00
Batman: The Long Halloween (Batman),15,Two,£36.50,Sequential Art,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,https://books.toscrape.com/media/cache/78/a7/78a7f184a4d6d62412861c68f1c3ad90.jpg,https://books.toscrape.com/,2026-08-05 09:17:22.369890+00:00
Batman: The Dark Knight Returns (Batman),15,Five,£15.38,Sequential Art,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,https://books.toscrape.com/media/cache/be/a9/bea95dbd7b2a843519c9a1dcfc433f9b.jpg,https://books.toscrape.com/,2026-08-05 09:17:22.693564+00:00
Ayumi's Violin,15,Two,£15.48,Default,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,https://books.toscrape.com/media/cache/fa/18/fa18c44fba20b8191f6a88e2e28092fd.jpg,https://books.toscrape.com/,2026-08-05 09:17:22.992906+00:00
Anonymous,15,Four,£46.82,Default,https://books.toscrape.com/catalogue/anonymous_790/index.html,https://books.toscrape.com/media/cache/fb/75/fb75a0ce3e0b01fa3852806c6d1f1af6.jpg,https://books.toscrape.com/,2026-08-05 09:17:23.311359+00:00
Amy Meets the Saints and Sages,15,Three,£18.46,Default,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,https://books.toscrape.com/media/cache/00/53/0053efa8515b8e2ad9b029c298766e9f.jpg,https://books.toscrape.com/,2026-08-05 09:17:23.620562+00:00
Amid the Chaos,15,One,£36.58,Cultural,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,https://books.toscrape.com/media/cache/52/46/524655fade1d9fe1475395a3eaff827a.jpg,https://books.toscrape.com/,2026-08-05 09:17:23.927422+00:00
Amatus,15,Five,£50.54,Default,https://books.toscrape.com/catalogue/amatus_787/index.html,https://books.toscrape.com/media/cache/8f/92/8f92c3b5dc8f5c1a23324bda7477b19c.jpg,https://books.toscrape.com/,2026-08-05 09:17:24.237470+00:00
Agnostic: A Spirited Manifesto,15,Five,£12.51,Nonfiction,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,https://books.toscrape.com/media/cache/9f/fc/9ffc43826233092d2acb4414f86627eb.jpg,https://books.toscrape.com/,2026-08-05 09:17:24.536294+00:00
Zealot: The Life and Times of Jesus of Nazareth,14,Three,£24.70,History,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,https://books.toscrape.com/media/cache/3d/60/3d6003fc37b842a07c2dbe28e47448e1.jpg,https://books.toscrape.com/,2026-08-05 09:17:24.833454+00:00
You (You #1),14,Five,£43.61,Thriller,https://books.toscrape.com/catalogue/you-you-1_784/index.html,https://books.toscrape.com/media/cache/d6/97/d697268540fa982f4dce39f61ed3a342.jpg,https://books.toscrape.com/,2026-08-05 09:17:25.142790+00:00
"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",14,Four,£37.34,Sequential Art,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,https://books.toscrape.com/media/cache/19/39/19396172462f4cc0504d4e6e8b0e1647.jpg,https://books.toscrape.com/,2026-08-05 09:17:26.245340+00:00
Wild Swans,14,Two,£14.36,Young Adult,https://books.toscrape.com/catalogue/wild-swans_782/index.html,https://books.toscrape.com/media/cache/bb/72/bb723ad463531c602ad8bcb244253bf3.jpg,https://books.toscrape.com/,2026-08-05 09:17:26.674679+00:00
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,14,Four,£52.65,Politics,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,https://books.toscrape.com/media/cache/db/1b/db1babd3c09b84da800b0e9897fe0097.jpg,https://books.toscrape.com/,2026-08-05 09:17:27.088102+00:00
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,14,Four,£38.20,Nonfiction,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,https://books.toscrape.com/media/cache/ba/36/ba368dfb2b6ae9979ff59d049c626167.jpg,https://books.toscrape.com/,2026-08-05 09:17:28.194222+00:00
What's It Like in Space?: Stories from Astronauts Who've Been There,14,Two,£19.60,Nonfiction,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,https://books.toscrape.com/media/cache/43/b7/43b70859e93901b019791cef86539ffc.jpg,https://books.toscrape.com/,2026-08-05 09:17:28.612142+00:00
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",14,One,£53.90,Sequential Art,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,https://books.toscrape.com/media/cache/66/d6/66d6d2b4c0acfa8f40ad0285186ed2d8.jpg,https://books.toscrape.com/,2026-08-05 09:17:28.921383+00:00
Walt Disney's Alice in Wonderland,14,Five,£12.96,Childrens,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,https://books.toscrape.com/media/cache/28/50/2850439c2ba103fb69dba9cd2dd9f0c2.jpg,https://books.toscrape.com/,2026-08-05 09:17:29.345012+00:00
V for Vendetta (V for Vendetta Complete),14,Four,£37.10,Default,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,https://books.toscrape.com/media/cache/cc/8f/cc8fb914bfee31a7903a5cabaae64796.jpg,https://books.toscrape.com/,2026-08-05 09:17:29.674086+00:00
Until Friday Night (The Field Party #1),14,Two,£46.31,Young Adult,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,https://books.toscrape.com/media/cache/19/cf/19cf50aea5bf0e8f4bc016f3745b3dfe.jpg,https://books.toscrape.com/,2026-08-05 09:17:29.980266+00:00
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",14,Two,£45.95,Default,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,https://books.toscrape.com/media/cache/74/cd/74cd3f345b50452c3be6631669f13aa8.jpg,https://books.toscrape.com/,2026-08-05 09:17:30.289014+00:00
Twenty Yawns,14,Two,£22.08,Childrens,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,https://books.toscrape.com/media/cache/2b/38/2b380f77723c797c0389f978afa6db58.jpg,https://books.toscrape.com/,2026-08-05 09:17:30.664276+00:00
Through the Woods,14,Two,£25.38,Sequential Art,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,https://books.toscrape.com/media/cache/4c/af/4caf8f2a5ee8828d408cc8faadd3419c.jpg,https://books.toscrape.com/,2026-08-05 09:17:30.971909+00:00
This Is Where It Ends,14,Two,£27.12,Young Adult,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,https://books.toscrape.com/media/cache/18/0b/180bfe1902cb3c0eb77d7c712efa2a96.jpg,https://books.toscrape.com/,2026-08-05 09:17:31.397979+00:00
The Year of Magical Thinking,14,Two,£43.04,Nonfiction,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,https://books.toscrape.com/media/cache/bf/e5/bfe526c22c7c08235c27a6474ebb4db9.jpg,https://books.toscrape.com/,2026-08-05 09:17:31.701068+00:00
The Wright Brothers,14,Four,£56.80,Default,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,https://books.toscrape.com/media/cache/02/2e/022e8b81ba1405991401bb46d6330c73.jpg,https://books.toscrape.com/,2026-08-05 09:17:32.007342+00:00
The White Queen (The Cousins' War #1),14,Five,£25.91,Add a comment,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,https://books.toscrape.com/media/cache/72/d8/72d861617b6d3aababe6e61e8d3c1056.jpg,https://books.toscrape.com/,2026-08-05 09:17:32.363504+00:00
The Wedding Pact (The O'Malleys #2),14,Three,£32.61,Romance,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,https://books.toscrape.com/media/cache/7e/67/7e67addd80caaf8a9f9e9daa9cf66bb2.jpg,https://books.toscrape.com/,2026-08-05 09:17:32.790290+00:00
The Time Keeper,14,Five,£27.88,Fiction,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,https://books.toscrape.com/media/cache/8f/f8/8ff8680dde59ea739d6978a01e4d7fe5.jpg,https://books.toscrape.com/,2026-08-05 09:17:33.106279+00:00
The Testament of Mary,14,Four,£52.67,Fiction,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,https://books.toscrape.com/media/cache/83/05/8305154438c91a02cefacf4ec8b53393.jpg,https://books.toscrape.com/,2026-08-05 09:17:33.527767+00:00
The Star-Touched Queen,14,Five,£46.02,Fantasy,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,https://books.toscrape.com/media/cache/53/5e/535e2be0b423797c2cdc7d98882c820a.jpg,https://books.toscrape.com/,2026-08-05 09:17:33.827090+00:00
The Songs of the Gods,14,Five,£44.48,Default,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,https://books.toscrape.com/media/cache/6c/a3/6ca34db7c01e554ad17bd3be74b561e3.jpg,https://books.toscrape.com/,2026-08-05 09:17:34.133258+00:00
The Song of Achilles,14,Five,£37.40,Add a comment,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,https://books.toscrape.com/media/cache/66/f7/66f79b76d6c6b64fcc8110515c454e09.jpg,https://books.toscrape.com/,2026-08-05 09:17:34.437770+00:00
The Rosie Project (Don Tillman #1),14,One,£54.04,Default,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,https://books.toscrape.com/media/cache/f0/db/f0db1cf76d45f0522d4c8c3c39aa0dd8.jpg,https://books.toscrape.com/,2026-08-05 09:17:34.762193+00:00
The Power of Habit: Why We Do What We Do in Life and Business,14,Three,£16.88,Default,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,https://books.toscrape.com/media/cache/52/df/52dfc44f48cf29e7a9e305bcb63e1899.jpg,https://books.toscrape.com/,2026-08-05 09:17:35.886591+00:00
The Marriage of Opposites,14,Four,£28.08,Historical Fiction,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,https://books.toscrape.com/media/cache/0f/c2/0fc21ec3489cb23116778ee84f425eca.jpg,https://books.toscrape.com/,2026-08-05 09:17:36.191398+00:00
The Lucifer Effect: Understanding How Good People Turn Evil,14,One,£10.40,Psychology,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,https://books.toscrape.com/media/cache/a6/c8/a6c8256b123493472591c5855c7de704.jpg,https://books.toscrape.com/,2026-08-05 09:17:36.495556+00:00
The Long Haul (Diary of a Wimpy Kid #9),14,One,£44.07,Humor,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,https://books.toscrape.com/media/cache/46/bd/46bdee520b8136972262fd040533772d.jpg,https://books.toscrape.com/,2026-08-05 09:17:36.939125+00:00
The Loney,14,One,£23.40,Horror,https://books.toscrape.com/catalogue/the-loney_756/index.html,https://books.toscrape.com/media/cache/6d/10/6d10387a0175701d4ff456a0c7eee67b.jpg,https://books.toscrape.com/,2026-08-05 09:17:37.370734+00:00
The Literature Book (Big Ideas Simply Explained),14,Three,£17.43,Nonfiction,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,https://books.toscrape.com/media/cache/9e/ea/9eea51ac4a15d18aa976be459da30c47.jpg,https://books.toscrape.com/,2026-08-05 09:17:37.664758+00:00
The Last Mile (Amos Decker #2),14,Two,£54.21,Mystery,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,https://books.toscrape.com/media/cache/37/f1/37f118b4a56d866e1e8b563759d6966c.jpg,https://books.toscrape.com/,2026-08-05 09:17:37.998996+00:00
The Immortal Life of Henrietta Lacks,14,Two,£40.67,Add a comment,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,https://books.toscrape.com/media/cache/94/ac/94ac87da7b40853013093f08356efa3b.jpg,https://books.toscrape.com/,2026-08-05 09:17:38.441233+00:00
The Hidden Oracle (The Trials of Apollo #1),14,Two,£52.26,Fantasy,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,https://books.toscrape.com/media/cache/b4/67/b467a4f01ca6ae8464b9425a156c7c32.jpg,https://books.toscrape.com/,2026-08-05 09:17:38.751702+00:00
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,14,Three,£28.77,Food and Drink,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,https://books.toscrape.com/media/cache/c4/dc/c4dcec6f513eaca3f0f3c748d834c46d.jpg,https://books.toscrape.com/,2026-08-05 09:17:39.066796+00:00
The Guilty (Will Robie #4),14,Two,£13.82,Thriller,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,https://books.toscrape.com/media/cache/76/de/76deee06ffe45e646c0113af01f4f401.jpg,https://books.toscrape.com/,2026-08-05 09:17:39.370543+00:00
The First Hostage (J.B. Collins #2),14,Three,£25.85,Fiction,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,https://books.toscrape.com/media/cache/38/34/3834572e651cdc14b18d348fa4875aa9.jpg,https://books.toscrape.com/,2026-08-05 09:17:39.784602+00:00
The Dovekeepers,14,One,£48.78,Add a comment,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,https://books.toscrape.com/media/cache/8f/3f/8f3f4d67e30a8129577ccc4664998345.jpg,https://books.toscrape.com/,2026-08-05 09:17:40.201770+00:00
The Darkest Lie,14,Five,£35.35,Young Adult,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,https://books.toscrape.com/media/cache/1d/3c/1d3c05b772ab846c111970232360d2c5.jpg,https://books.toscrape.com/,2026-08-05 09:17:40.503460+00:00
The Bane Chronicles (The Bane Chronicles #1-11),14,Four,£44.73,Fantasy,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,https://books.toscrape.com/media/cache/9a/33/9a333c4a06ce187c5c9d2f5969ddcac2.jpg,https://books.toscrape.com/,2026-08-05 09:17:40.813983+00:00
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,14,One,£15.77,Nonfiction,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,https://books.toscrape.com/media/cache/88/90/8890073a9c9e3bb696f6baa84fb4dd95.jpg,https://books.toscrape.com/,2026-08-05 09:17:41.229474+00:00
The 14th Colony (Cotton Malone #11),14,One,£39.24,Thriller,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,https://books.toscrape.com/media/cache/d9/1a/d91aae72af6c1cb2c63163acabe7895c.jpg,https://books.toscrape.com/,2026-08-05 09:17:41.534302+00:00
That Darkness (Gardiner and Renner #1),14,One,£13.92,Mystery,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,https://books.toscrape.com/media/cache/44/9e/449ed681142bc336646abee754e96639.jpg,https://books.toscrape.com/,2026-08-05 09:17:41.954316+00:00
Tastes Like Fear (DI Marnie Rome #3),14,One,£10.69,Mystery,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,https://books.toscrape.com/media/cache/3c/91/3c91d97266bd6dda322089695fb46daf.jpg,https://books.toscrape.com/,2026-08-05 09:17:42.382510+00:00
Take Me with You,14,Three,£45.21,Fiction,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,https://books.toscrape.com/media/cache/d8/a4/d8a44eda7cbe7bd1207f868e9adc06f3.jpg,https://books.toscrape.com/,2026-08-05 09:17:42.698652+00:00
Swell: A Year of Waves,14,One,£45.58,Nonfiction,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,https://books.toscrape.com/media/cache/10/28/1028b2cf417e49dc1c14609e437a98e0.jpg,https://books.toscrape.com/,2026-08-05 09:17:43.578353+00:00
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),14,Five,£11.89,Sequential Art,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,https://books.toscrape.com/media/cache/7e/c0/7ec0e9ca6153a23b2024b7df7407ee84.jpg,https://books.toscrape.com/,2026-08-05 09:17:43.874040+00:00
Still Life with Bread Crumbs,14,Three,£26.41,Fiction,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,https://books.toscrape.com/media/cache/8e/c7/8ec7f310b74ddd7ec3c859e9b0da7389.jpg,https://books.toscrape.com/,2026-08-05 09:17:44.314084+00:00
Steve Jobs,14,Five,£39.50,Default,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,https://books.toscrape.com/media/cache/86/31/86313c225719ac946894d780c4ff0839.jpg,https://books.toscrape.com/,2026-08-05 09:17:44.620208+00:00
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,14,Four,£44.74,Science,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,https://books.toscrape.com/media/cache/68/ca/68caaf9ac41964d5167a3eb67c638393.jpg,https://books.toscrape.com/,2026-08-05 09:17:44.934920+00:00
Someone Like You (The Harrisons #2),14,Five,£52.79,Contemporary,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,https://books.toscrape.com/media/cache/e3/d0/e3d05227f3fc24f0e0c84ccebe108fb0.jpg,https://books.toscrape.com/,2026-08-05 09:17:45.235056+00:00
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",14,Four,£35.43,Sequential Art,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,https://books.toscrape.com/media/cache/b2/48/b2484d13793ff1c4271a3d4023d4d24e.jpg,https://books.toscrape.com/,2026-08-05 09:17:45.542962+00:00
Shtum,14,Four,£55.84,Fiction,https://books.toscrape.com/catalogue/shtum_733/index.html,https://books.toscrape.com/media/cache/03/16/0316bb6f4785ac69c0643109201bad5d.jpg,https://books.toscrape.com/,2026-08-05 09:17:45.949968+00:00
See America: A Celebration of Our National Parks & Treasured Sites,14,Three,£48.87,Travel,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,https://books.toscrape.com/media/cache/9a/7e/9a7e63f12829df4b43b31d110bf3dc2e.jpg,https://books.toscrape.com/,2026-08-05 09:17:46.259438+00:00
salt.,14,Four,£46.78,Poetry,https://books.toscrape.com/catalogue/salt_731/index.html,https://books.toscrape.com/media/cache/3f/41/3f4160ada0b16e3c64cd2d0dffe781c8.jpg,https://books.toscrape.com/,2026-08-05 09:17:46.565064+00:00
Robin War,14,Three,£47.82,Sequential Art,https://books.toscrape.com/catalogue/robin-war_730/index.html,https://books.toscrape.com/media/cache/45/1d/451d3543022242b8b245793e6b5c26bb.jpg,https://books.toscrape.com/,2026-08-05 09:17:46.863810+00:00
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",14,Two,£25.48,Sequential Art,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,https://books.toscrape.com/media/cache/da/78/da78757466c3b0a2c89f0ddf6b5e642f.jpg,https://books.toscrape.com/,2026-08-05 09:17:47.274520+00:00
Rain Fish,14,Three,£23.57,Childrens,https://books.toscrape.com/catalogue/rain-fish_728/index.html,https://books.toscrape.com/media/cache/bb/e2/bbe26db72b8a32117bfe4981b7cc8147.jpg,https://books.toscrape.com/,2026-08-05 09:17:47.710525+00:00
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",14,Five,£50.89,Poetry,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,https://books.toscrape.com/media/cache/c8/f2/c8f297fab080ddd02b3ed5c17b83af85.jpg,https://books.toscrape.com/,2026-08-05 09:17:48.004291+00:00
Pet Sematary,14,Three,£10.56,Horror,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,https://books.toscrape.com/media/cache/7a/72/7a72465b21dbf998323e37b31f9a3f4a.jpg,https://books.toscrape.com/,2026-08-05 09:17:48.315483+00:00
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",14,Three,£52.15,Self Help,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,https://books.toscrape.com/media/cache/9c/da/9cda4893c7fce0c1c8eaa34fb092aa04.jpg,https://books.toscrape.com/,2026-08-05 09:17:48.619424+00:00
Once Was a Time,14,Two,£18.28,Childrens,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,https://books.toscrape.com/media/cache/97/12/971212afa8e4ff49d92f678bc889d8b7.jpg,https://books.toscrape.com/,2026-08-05 09:17:48.916302+00:00
Old School (Diary of a Wimpy Kid #10),14,Five,£11.83,Humor,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,https://books.toscrape.com/media/cache/df/5d/df5d172abe87deda6d533e3e908d27d8.jpg,https://books.toscrape.com/,2026-08-05 09:17:49.232308+00:00
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,14,Two,£21.95,Nonfiction,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,https://books.toscrape.com/media/cache/b5/6f/b56ff04effb66fe701a22abd4a7f1667.jpg,https://books.toscrape.com/,2026-08-05 09:17:49.645252+00:00
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",14,Two,£38.39,Sequential Art,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,https://books.toscrape.com/media/cache/c8/22/c822360ce0f91c40f7a0491c22287646.jpg,https://books.toscrape.com/,2026-08-05 09:17:49.947930+00:00
My Name Is Lucy Barton,14,One,£41.56,Fiction,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,https://books.toscrape.com/media/cache/ca/b1/cab150e556b5fab663a9fec00ed97943.jpg,https://books.toscrape.com/,2026-08-05 09:17:51.680066+00:00
